timestamp,book,market,player_id,team_id,line,over_odds,under_odds
2025-09-08T23:02:39.580871,draftkings,player_pass_yds,00-0030035,MIN,230.8,-105,-110
2025-09-08T23:02:39.580945,draftkings,player_rush_yds,00-0030035,MIN,60.0,-110,-110
2025-09-08T23:02:39.580977,draftkings,player_rec,00-0030035,MIN,4.3,-115,-110
2025-09-08T23:02:39.581001,draftkings,player_rec_yds,00-0030035,MIN,54.3,105,-105
2025-09-08T23:02:39.581025,draftkings,player_ints,00-0030035,MIN,0.9,105,-105
2025-09-08T23:02:39.581049,fanduel,player_pass_yds,00-0030035,MIN,223.4,-115,-110
2025-09-08T23:02:39.581070,fanduel,player_rush_yds,00-0030035,MIN,37.3,-105,-110
2025-09-08T23:02:39.581090,fanduel,player_rec,00-0030035,MIN,5.5,-120,-110
2025-09-08T23:02:39.581110,fanduel,player_rec_yds,00-0030035,MIN,68.2,100,-100
2025-09-08T23:02:39.581131,fanduel,player_ints,00-0030035,MIN,0.6,-115,-110
2025-09-08T23:02:39.581151,betmgm,player_pass_yds,00-0030035,MIN,277.9,100,-100
2025-09-08T23:02:39.581169,betmgm,player_rush_yds,00-0030035,MIN,56.4,105,-105
2025-09-08T23:02:39.581188,betmgm,player_rec,00-0030035,MIN,3.1,-120,-110
2025-09-08T23:02:39.581207,betmgm,player_rec_yds,00-0030035,MIN,71.8,-120,-110
2025-09-08T23:02:39.581226,betmgm,player_ints,00-0030035,MIN,1.3,-105,-110
2025-09-08T23:02:39.581246,draftkings,player_pass_yds,00-0029892,SF,224.4,-115,-110
2025-09-08T23:02:39.581265,draftkings,player_rush_yds,00-0029892,SF,38.5,-115,-110
2025-09-08T23:02:39.581285,draftkings,player_rec,00-0029892,SF,4.7,105,-105
2025-09-08T23:02:39.581303,draftkings,player_rec_yds,00-0029892,SF,46.3,-105,-110
2025-09-08T23:02:39.581321,draftkings,player_ints,00-0029892,SF,0.9,-110,-110
2025-09-08T23:02:39.581340,fanduel,player_pass_yds,00-0029892,SF,260.5,-110,-110
2025-09-08T23:02:39.581360,fanduel,player_rush_yds,00-0029892,SF,63.8,-115,-110
2025-09-08T23:02:39.581378,fanduel,player_rec,00-0029892,SF,3.6,105,-105
2025-09-08T23:02:39.581397,fanduel,player_rec_yds,00-0029892,SF,49.0,-110,-110
2025-09-08T23:02:39.581415,fanduel,player_ints,00-0029892,SF,0.8,100,-100
2025-09-08T23:02:39.581433,betmgm,player_pass_yds,00-0029892,SF,272.2,-110,-110
2025-09-08T23:02:39.581452,betmgm,player_rush_yds,00-0029892,SF,41.3,-110,-110
2025-09-08T23:02:39.581470,betmgm,player_rec,00-0029892,SF,5.5,100,-100
2025-09-08T23:02:39.581489,betmgm,player_rec_yds,00-0029892,SF,68.1,-105,-110
2025-09-08T23:02:39.581508,betmgm,player_ints,00-0029892,SF,1.4,100,-100
2025-09-08T23:02:39.581527,draftkings,player_pass_yds,00-0026544,LAC,242.6,-115,-110
2025-09-08T23:02:39.581547,draftkings,player_rush_yds,00-0026544,LAC,70.1,105,-105
2025-09-08T23:02:39.581567,draftkings,player_rec,00-0026544,LAC,6.7,-115,-110
2025-09-08T23:02:39.581587,draftkings,player_rec_yds,00-0026544,LAC,56.6,105,-105
2025-09-08T23:02:39.581607,draftkings,player_ints,00-0026544,LAC,0.8,105,-105
2025-09-08T23:02:39.581626,fanduel,player_pass_yds,00-0026544,LAC,247.3,-115,-110
2025-09-08T23:02:39.581646,fanduel,player_rush_yds,00-0026544,LAC,75.1,105,-105
2025-09-08T23:02:39.581665,fanduel,player_rec,00-0026544,LAC,5.3,105,-105
2025-09-08T23:02:39.581683,fanduel,player_rec_yds,00-0026544,LAC,38.5,105,-105
2025-09-08T23:02:39.581703,fanduel,player_ints,00-0026544,LAC,1.0,105,-105
2025-09-08T23:02:39.581723,betmgm,player_pass_yds,00-0026544,LAC,293.3,-110,-110
2025-09-08T23:02:39.581741,betmgm,player_rush_yds,00-0026544,LAC,47.3,105,-105
2025-09-08T23:02:39.581760,betmgm,player_rec,00-0026544,LAC,6.7,100,-100
2025-09-08T23:02:39.581778,betmgm,player_rec_yds,00-0026544,LAC,75.2,105,-105
2025-09-08T23:02:39.581795,betmgm,player_ints,00-0026544,LAC,1.4,-110,-110
2025-09-08T23:02:39.581813,draftkings,player_pass_yds,00-0031484,JAX,229.1,-120,-110
2025-09-08T23:02:39.581832,draftkings,player_rush_yds,00-0031484,JAX,79.1,105,-105
2025-09-08T23:02:39.581851,draftkings,player_rec,00-0031484,JAX,4.4,-115,-110
2025-09-08T23:02:39.581870,draftkings,player_rec_yds,00-0031484,JAX,71.9,100,-100
2025-09-08T23:02:39.581890,draftkings,player_ints,00-0031484,JAX,0.7,100,-100
2025-09-08T23:02:39.581909,fanduel,player_pass_yds,00-0031484,JAX,294.2,-115,-110
2025-09-08T23:02:39.581928,fanduel,player_rush_yds,00-0031484,JAX,69.0,-110,-110
2025-09-08T23:02:39.581947,fanduel,player_rec,00-0031484,JAX,3.3,-115,-110
2025-09-08T23:02:39.581966,fanduel,player_rec_yds,00-0031484,JAX,57.6,100,-100
2025-09-08T23:02:39.581985,fanduel,player_ints,00-0031484,JAX,0.5,-110,-110
2025-09-08T23:02:39.582002,betmgm,player_pass_yds,00-0031484,JAX,240.4,105,-105
2025-09-08T23:02:39.582018,betmgm,player_rush_yds,00-0031484,JAX,71.0,105,-105
2025-09-08T23:02:39.582036,betmgm,player_rec,00-0031484,JAX,6.5,-110,-110
2025-09-08T23:02:39.582052,betmgm,player_rec_yds,00-0031484,JAX,68.0,-110,-110
2025-09-08T23:02:39.582068,betmgm,player_ints,00-0031484,JAX,0.8,100,-100
2025-09-08T23:02:39.582086,draftkings,player_pass_yds,00-0030108,CHI,256.3,-105,-110
2025-09-08T23:02:39.582103,draftkings,player_rush_yds,00-0030108,CHI,38.2,105,-105
2025-09-08T23:02:39.582119,draftkings,player_rec,00-0030108,CHI,6.3,100,-100
2025-09-08T23:02:39.582134,draftkings,player_rec_yds,00-0030108,CHI,64.6,-105,-110
2025-09-08T23:02:39.582152,draftkings,player_ints,00-0030108,CHI,1.1,-105,-110
2025-09-08T23:02:39.582168,fanduel,player_pass_yds,00-0030108,CHI,263.7,-105,-110
2025-09-08T23:02:39.582184,fanduel,player_rush_yds,00-0030108,CHI,58.5,-115,-110
2025-09-08T23:02:39.582200,fanduel,player_rec,00-0030108,CHI,6.6,105,-105
2025-09-08T23:02:39.582217,fanduel,player_rec_yds,00-0030108,CHI,44.6,105,-105
2025-09-08T23:02:39.582233,fanduel,player_ints,00-0030108,CHI,1.2,-120,-110
2025-09-08T23:02:39.582248,betmgm,player_pass_yds,00-0030108,CHI,291.8,-110,-110
2025-09-08T23:02:39.582263,betmgm,player_rush_yds,00-0030108,CHI,83.1,-115,-110
2025-09-08T23:02:39.582279,betmgm,player_rec,00-0030108,CHI,7.0,-110,-110
2025-09-08T23:02:39.582295,betmgm,player_rec_yds,00-0030108,CHI,45.5,-120,-110
2025-09-08T23:02:39.582312,betmgm,player_ints,00-0030108,CHI,1.1,-110,-110
2025-09-08T23:02:39.582329,draftkings,player_pass_yds,00-0030565,SEA,226.5,100,-100
2025-09-08T23:02:39.582349,draftkings,player_rush_yds,00-0030565,SEA,72.3,-115,-110
2025-09-08T23:02:39.582365,draftkings,player_rec,00-0030565,SEA,3.5,-110,-110
2025-09-08T23:02:39.582382,draftkings,player_rec_yds,00-0030565,SEA,67.8,105,-105
2025-09-08T23:02:39.582398,draftkings,player_ints,00-0030565,SEA,1.2,100,-100
2025-09-08T23:02:39.582414,fanduel,player_pass_yds,00-0030565,SEA,220.6,105,-105
2025-09-08T23:02:39.582429,fanduel,player_rush_yds,00-0030565,SEA,72.3,-115,-110
2025-09-08T23:02:39.582445,fanduel,player_rec,00-0030565,SEA,4.8,-105,-110
2025-09-08T23:02:39.582460,fanduel,player_rec_yds,00-0030565,SEA,68.7,-110,-110
2025-09-08T23:02:39.582476,fanduel,player_ints,00-0030565,SEA,0.6,-115,-110
2025-09-08T23:02:39.582492,betmgm,player_pass_yds,00-0030565,SEA,271.7,105,-105
2025-09-08T23:02:39.582508,betmgm,player_rush_yds,00-0030565,SEA,59.6,-110,-110
2025-09-08T23:02:39.582524,betmgm,player_rec,00-0030565,SEA,4.5,-120,-110
2025-09-08T23:02:39.582539,betmgm,player_rec_yds,00-0030565,SEA,57.5,100,-100
2025-09-08T23:02:39.582555,betmgm,player_ints,00-0030565,SEA,1.5,105,-105
